YEAR,rank,Country,INDICATOR,SEX,Score,global_score,score_totale
2018,13,DENMARK,PISASCIENCE,GIRL,494.0,501.0,4509.0
2018,13,DENMARK,PISASCIENCE,TOT,493.0,501.0,4509.0
2018,14,GERMANY,PISAMATH,BOY,503.0,500.44444444444446,4504.0
2018,14,GERMANY,PISAMATH,GIRL,496.0,500.44444444444446,4504.0
2018,14,GERMANY,PISAMATH,TOT,500.0,500.44444444444446,4504.0
2018,14,GERMANY,PISAREAD,BOY,486.0,500.44444444444446,4504.0
2018,14,GERMANY,PISAREAD,GIRL,512.0,500.44444444444446,4504.0
2018,14,GERMANY,PISAREAD,TOT,498.0,500.44444444444446,4504.0
2018,14,GERMANY,PISASCIENCE,BOY,502.0,500.44444444444446,4504.0
2018,14,GERMANY,PISASCIENCE,GIRL,504.0,500.44444444444446,4504.0
2018,14,GERMANY,PISASCIENCE,TOT,503.0,500.44444444444446,4504.0
2018,15,BELGIUM,PISAMATH,BOY,514.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISAMATH,GIRL,502.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISAMATH,TOT,508.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISAREAD,BOY,482.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISAREAD,GIRL,504.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISAREAD,TOT,493.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISASCIENCE,BOY,501.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISASCIENCE,GIRL,496.0,499.8888888888889,4499.0
2018,15,BELGIUM,PISASCIENCE,TOT,499.0,499.8888888888889,4499.0
2018,16,AUSTRALIA,PISAMATH,BOY,494.0,499.0,4491.0
2018,16,AUSTRALIA,PISAMATH,GIRL,488.0,499.0,4491.0
2018,16,AUSTRALIA,PISAMATH,TOT,491.0,499.0,4491.0
2018,16,AUSTRALIA,PISAREAD,BOY,487.0,499.0,4491.0
2018,16,AUSTRALIA,PISAREAD,GIRL,519.0,499.0,4491.0
2018,16,AUSTRALIA,PISAREAD,TOT,503.0,499.0,4491.0
2018,16,AUSTRALIA,PISASCIENCE,BOY,504.0,499.0,4491.0
2018,16,AUSTRALIA,PISASCIENCE,GIRL,502.0,499.0,4491.0
2018,16,AUSTRALIA,PISASCIENCE,TOT,503.0,499.0,4491.0
2018,17,SWITZERLAND,PISAMATH,BOY,519.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISAMATH,GIRL,512.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISAMATH,TOT,515.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISAREAD,BOY,469.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISAREAD,GIRL,500.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISAREAD,TOT,484.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISASCIENCE,BOY,495.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISASCIENCE,GIRL,495.0,498.22222222222223,4484.0
2018,17,SWITZERLAND,PISASCIENCE,TOT,495.0,498.22222222222223,4484.0
2018,18,NORWAY,PISAMATH,BOY,497.0,496.8888888888889,4472.0
2018,18,NORWAY,PISAMATH,GIRL,505.0,496.8888888888889,4472.0
2018,18,NORWAY,PISAMATH,TOT,501.0,496.8888888888889,4472.0
2018,18,NORWAY,PISAREAD,BOY,476.0,496.8888888888889,4472.0
2018,18,NORWAY,PISAREAD,GIRL,523.0,496.8888888888889,4472.0
2018,18,NORWAY,PISAREAD,TOT,499.0,496.8888888888889,4472.0
2018,18,NORWAY,PISASCIENCE,BOY,485.0,496.8888888888889,4472.0
2018,18,NORWAY,PISASCIENCE,GIRL,496.0,496.8888888888889,4472.0
2018,18,NORWAY,PISASCIENCE,TOT,490.0,496.8888888888889,4472.0
2018,19,CZECH REPUBLIC,PISAMATH,BOY,501.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISAMATH,GIRL,498.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISAMATH,TOT,499.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISAREAD,BOY,474.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISAREAD,GIRL,507.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISAREAD,TOT,490.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISASCIENCE,BOY,496.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISASCIENCE,GIRL,498.0,495.55555555555554,4460.0
2018,19,CZECH REPUBLIC,PISASCIENCE,TOT,497.0,495.55555555555554,4460.0
2018,20,UNITED STATES,PISAMATH,BOY,482.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISAMATH,GIRL,474.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISAMATH,TOT,478.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISAREAD,BOY,494.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISAREAD,GIRL,517.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISAREAD,TOT,505.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISASCIENCE,BOY,503.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISASCIENCE,GIRL,502.0,495.22222222222223,4457.0
2018,20,UNITED STATES,PISASCIENCE,TOT,502.0,495.22222222222223,4457.0
2018,21,FRANCE,PISAMATH,BOY,499.0,493.6666666666667,4443.0
2018,21,FRANCE,PISAMATH,GIRL,492.0,493.6666666666667,4443.0
2018,21,FRANCE,PISAMATH,TOT,495.0,493.6666666666667,4443.0
2018,21,FRANCE,PISAREAD,BOY,480.0,493.6666666666667,4443.0
2018,21,FRANCE,PISAREAD,GIRL,505.0,493.6666666666667,4443.0
2018,21,FRANCE,PISAREAD,TOT,493.0,493.6666666666667,4443.0
2018,21,FRANCE,PISASCIENCE,BOY,493.0,493.6666666666667,4443.0
2018,21,FRANCE,PISASCIENCE,GIRL,493.0,493.6666666666667,4443.0
2018,21,FRANCE,PISASCIENCE,TOT,493.0,493.6666666666667,4443.0
2018,22,PORTUGAL,PISAMATH,BOY,497.0,492.0,4428.0
2018,22,PORTUGAL,PISAMATH,GIRL,488.0,492.0,4428.0
2018,22,PORTUGAL,PISAMATH,TOT,492.0,492.0,4428.0
2018,22,PORTUGAL,PISAREAD,BOY,480.0,492.0,4428.0
2018,22,PORTUGAL,PISAREAD,GIRL,504.0,492.0,4428.0
2018,22,PORTUGAL,PISAREAD,TOT,492.0,492.0,4428.0
2018,22,PORTUGAL,PISASCIENCE,BOY,494.0,492.0,4428.0
2018,22,PORTUGAL,PISASCIENCE,GIRL,489.0,492.0,4428.0
2018,22,PORTUGAL,PISASCIENCE,TOT,492.0,492.0,4428.0
2018,23,AUSTRIA,PISAMATH,BOY,505.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISAMATH,GIRL,492.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISAMATH,TOT,499.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISAREAD,BOY,471.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISAREAD,GIRL,499.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISAREAD,TOT,484.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISASCIENCE,BOY,491.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISASCIENCE,GIRL,489.0,491.1111111111111,4420.0
2018,23,AUSTRIA,PISASCIENCE,TOT,490.0,491.1111111111111,4420.0
2018,24,OAVG,PISAMATH,BOY,492.0,488.44444444444446,4396.0
2018,24,OAVG,PISAMATH,GIRL,487.0,488.44444444444446,4396.0
2018,24,OAVG,PISAMATH,TOT,489.0,488.44444444444446,4396.0
2018,24,OAVG,PISAREAD,BOY,472.0,488.44444444444446,4396.0
2018,24,OAVG,PISAREAD,GIRL,502.0,488.44444444444446,4396.0
2018,24,OAVG,PISAREAD,TOT,487.0,488.44444444444446,4396.0
2018,24,OAVG,PISASCIENCE,BOY,488.0,488.44444444444446,4396.0
2018,24,OAVG,PISASCIENCE,GIRL,490.0,488.44444444444446,4396.0
2018,24,OAVG,PISASCIENCE,TOT,489.0,488.44444444444446,4396.0
2018,25,LATVIA,PISAMATH,BOY,500.0,487.3333333333333,4386.0
2018,25,LATVIA,PISAMATH,GIRL,493.0,487.3333333333333,4386.0
2018,25,LATVIA,PISAMATH,TOT,496.0,487.3333333333333,4386.0
2018,25,LATVIA,PISAREAD,BOY,462.0,487.3333333333333,4386.0
2018,25,LATVIA,PISAREAD,GIRL,495.0,487.3333333333333,4386.0
2018,25,LATVIA,PISAREAD,TOT,479.0,487.3333333333333,4386.0
2018,25,LATVIA,PISASCIENCE,BOY,483.0,487.3333333333333,4386.0
2018,25,LATVIA,PISASCIENCE,GIRL,491.0,487.3333333333333,4386.0
2018,25,LATVIA,PISASCIENCE,TOT,487.0,487.3333333333333,4386.0
2018,26,ICELAND,PISAMATH,BOY,490.0,481.3333333333333,4332.0
2018,26,ICELAND,PISAMATH,GIRL,500.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISAMATH,BOY,490.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISAMATH,GIRL,485.0,481.3333333333333,4332.0
2018,26,ICELAND,PISAMATH,TOT,495.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISAMATH,TOT,488.0,481.3333333333333,4332.0
2018,26,ICELAND,PISAREAD,BOY,454.0,481.3333333333333,4332.0
2018,26,ICELAND,PISAREAD,GIRL,494.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISAREAD,BOY,466.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISAREAD,GIRL,491.0,481.3333333333333,4332.0
2018,26,ICELAND,PISAREAD,TOT,474.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISAREAD,TOT,479.0,481.3333333333333,4332.0
2018,26,ICELAND,PISASCIENCE,BOY,471.0,481.3333333333333,4332.0
2018,26,ICELAND,PISASCIENCE,GIRL,479.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISASCIENCE,BOY,477.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISASCIENCE,GIRL,478.0,481.3333333333333,4332.0
2018,26,ICELAND,PISASCIENCE,TOT,475.0,481.3333333333333,4332.0
2018,26,RUSSIA,PISASCIENCE,TOT,478.0,481.3333333333333,4332.0
2018,27,LITHUANIA,PISAMATH,TOT,481.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISAMATH,BOY,480.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISAMATH,GIRL,482.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISAREAD,TOT,476.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISAREAD,BOY,457.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISAREAD,GIRL,496.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISASCIENCE,TOT,482.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISASCIENCE,BOY,479.0,479.77777777777777,4318.0
2018,27,LITHUANIA,PISASCIENCE,GIRL,485.0,479.77777777777777,4318.0
2018,28,HUNGARY,PISAMATH,BOY,486.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISAMATH,GIRL,477.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISAMATH,TOT,481.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISAREAD,BOY,463.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISAREAD,GIRL,489.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISAREAD,TOT,476.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISASCIENCE,BOY,484.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISASCIENCE,GIRL,478.0,479.44444444444446,4315.0
2018,28,HUNGARY,PISASCIENCE,TOT,481.0,479.44444444444446,4315.0
2018,29,ITALY,PISAMATH,BOY,494.0,477.0,4293.0
2018,29,ITALY,PISAMATH,GIRL,479.0,477.0,4293.0
2018,29,ITALY,PISAMATH,TOT,487.0,477.0,4293.0
2018,29,ITALY,PISAREAD,BOY,464.0,477.0,4293.0
2018,29,ITALY,PISAREAD,GIRL,489.0,477.0,4293.0
2018,29,ITALY,PISAREAD,TOT,476.0,477.0,4293.0
2018,29,ITALY,PISASCIENCE,BOY,470.0,477.0,4293.0
2018,29,ITALY,PISASCIENCE,GIRL,466.0,477.0,4293.0
2018,29,ITALY,PISASCIENCE,TOT,468.0,477.0,4293.0
2018,30,LUXEMBOURG,PISAMATH,BOY,487.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISAMATH,GIRL,480.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISAMATH,TOT,483.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISAREAD,BOY,456.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISAREAD,GIRL,485.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISAREAD,TOT,470.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISASCIENCE,BOY,475.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISASCIENCE,GIRL,479.0,476.8888888888889,4292.0
2018,30,LUXEMBOURG,PISASCIENCE,TOT,477.0,476.8888888888889,4292.0
2018,31,SLOVAKIA,PISAMATH,BOY,488.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISAMATH,GIRL,484.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISAMATH,TOT,486.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISAREAD,BOY,441.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISAREAD,GIRL,475.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISAREAD,TOT,458.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISASCIENCE,BOY,461.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISASCIENCE,GIRL,467.0,469.3333333333333,4224.0
2018,31,SLOVAKIA,PISASCIENCE,TOT,464.0,469.3333333333333,4224.0
2018,32,ISRAEL,PISAMATH,BOY,458.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISAMATH,GIRL,467.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISAMATH,TOT,463.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISAREAD,BOY,445.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISAREAD,GIRL,493.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISAREAD,TOT,470.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISASCIENCE,BOY,452.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISASCIENCE,GIRL,471.0,464.55555555555554,4181.0
2018,32,ISRAEL,PISASCIENCE,TOT,462.0,464.55555555555554,4181.0
2018,33,TURKEY,PISAMATH,BOY,456.0,462.55555555555554,4163.0
2018,33,TURKEY,PISAMATH,GIRL,451.0,462.55555555555554,4163.0
2018,33,TURKEY,PISAMATH,TOT,454.0,462.55555555555554,4163.0
2018,33,TURKEY,PISAREAD,BOY,453.0,462.55555555555554,4163.0
2018,33,TURKEY,PISAREAD,GIRL,478.0,462.55555555555554,4163.0
2018,33,TURKEY,PISAREAD,TOT,466.0,462.55555555555554,4163.0
2018,33,TURKEY,PISASCIENCE,BOY,465.0,462.55555555555554,4163.0
2018,33,TURKEY,PISASCIENCE,GIRL,472.0,462.55555555555554,4163.0
2018,33,TURKEY,PISASCIENCE,TOT,468.0,462.55555555555554,4163.0
2018,34,GREECE,PISAMATH,BOY,452.0,453.55555555555554,4082.0
2018,34,GREECE,PISAMATH,GIRL,451.0,453.55555555555554,4082.0
2018,34,GREECE,PISAMATH,TOT,451.0,453.55555555555554,4082.0
2018,34,GREECE,PISAREAD,BOY,437.0,453.55555555555554,4082.0
2018,34,GREECE,PISAREAD,GIRL,479.0,453.55555555555554,4082.0
2018,34,GREECE,PISAREAD,TOT,457.0,453.55555555555554,4082.0
2018,34,GREECE,PISASCIENCE,BOY,446.0,453.55555555555554,4082.0
2018,34,GREECE,PISASCIENCE,GIRL,457.0,453.55555555555554,4082.0
2018,34,GREECE,PISASCIENCE,TOT,452.0,453.55555555555554,4082.0
2018,35,CHILE,PISAMATH,BOY,421.0,437.6666666666667,3939.0
2018,35,CHILE,PISAMATH,GIRL,414.0,437.6666666666667,3939.0
2018,35,CHILE,PISAMATH,TOT,417.0,437.6666666666667,3939.0
2018,35,CHILE,PISAREAD,BOY,442.0,437.6666666666667,3939.0
2018,35,CHILE,PISAREAD,GIRL,462.0,437.6666666666667,3939.0
2018,35,CHILE,PISAREAD,TOT,452.0,437.6666666666667,3939.0
2018,35,CHILE,PISASCIENCE,BOY,445.0,437.6666666666667,3939.0
2018,35,CHILE,PISASCIENCE,GIRL,442.0,437.6666666666667,3939.0
2018,35,CHILE,PISASCIENCE,TOT,444.0,437.6666666666667,3939.0
2018,36,MEXICO,PISAMATH,BOY,415.0,416.22222222222223,3746.0
2018,36,MEXICO,PISAMATH,GIRL,403.0,416.22222222222223,3746.0
2018,36,MEXICO,PISAMATH,TOT,409.0,416.22222222222223,3746.0
2018,36,MEXICO,PISAREAD,BOY,415.0,416.22222222222223,3746.0
2018,36,MEXICO,PISAREAD,GIRL,426.0,416.22222222222223,3746.0
2018,36,MEXICO,PISAREAD,TOT,420.0,416.22222222222223,3746.0
2018,36,MEXICO,PISASCIENCE,BOY,424.0,416.22222222222223,3746.0
2018,36,MEXICO,PISASCIENCE,GIRL,415.0,416.22222222222223,3746.0
2018,36,MEXICO,PISASCIENCE,TOT,419.0,416.22222222222223,3746.0
2018,37,COSTA RICA,PISAMATH,TOT,402.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISAMATH,BOY,411.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISAMATH,GIRL,394.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISAREAD,TOT,426.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISAREAD,BOY,419.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISAREAD,GIRL,434.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISASCIENCE,TOT,416.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISASCIENCE,BOY,420.0,414.77777777777777,3733.0
2018,37,COSTA RICA,PISASCIENCE,GIRL,411.0,414.77777777777777,3733.0
2018,38,COLOMBIA,PISAMATH,TOT,391.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISAMATH,BOY,401.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISAMATH,GIRL,381.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISAREAD,TOT,412.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISAREAD,BOY,407.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISAREAD,GIRL,417.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISASCIENCE,TOT,413.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISASCIENCE,BOY,420.0,405.44444444444446,3649.0
2018,38,COLOMBIA,PISASCIENCE,GIRL,407.0,405.44444444444446,3649.0
2018,39,BRAZIL,PISAMATH,BOY,388.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISAMATH,GIRL,379.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISAMATH,TOT,384.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISAREAD,BOY,400.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISAREAD,GIRL,426.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISAREAD,TOT,413.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISASCIENCE,BOY,403.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISASCIENCE,GIRL,404.0,400.1111111111111,3601.0
2018,39,BRAZIL,PISASCIENCE,TOT,404.0,400.1111111111111,3601.0
2018,40,INDONESIA,PISAMATH,BOY,374.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISAMATH,GIRL,383.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISAMATH,TOT,379.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISAREAD,BOY,358.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISAREAD,GIRL,383.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISAREAD,TOT,371.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISASCIENCE,BOY,393.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISASCIENCE,GIRL,399.0,381.77777777777777,3436.0
2018,40,INDONESIA,PISASCIENCE,TOT,396.0,381.77777777777777,3436.0
2018,41,SPAIN,PISAMATH,BOY,485.0,482.1666666666667,2893.0
2018,41,SPAIN,PISAMATH,GIRL,478.0,482.1666666666667,2893.0
2018,41,SPAIN,PISAMATH,TOT,481.0,482.1666666666667,2893.0
2018,41,SPAIN,PISASCIENCE,BOY,484.0,482.1666666666667,2893.0
2018,41,SPAIN,PISASCIENCE,GIRL,482.0,482.1666666666667,2893.0
2018,41,SPAIN,PISASCIENCE,TOT,483.0,482.1666666666667,2893.0
